,SECTION,CATEGORY,NAME,ADDRESS,RANK
1166,Shopping,Favorite Place to Buy Men's Clothing,Southern BEST Casual Clothing & Gifts,"3513 Airport Blvd NW, Wilson, NC 27896, United States",2.0
1167,Shopping,Favorite Place to Buy Women's Clothing,Southern BEST Casual Clothing & Gifts,"3513 Airport Blvd NW, Wilson, NC 27896, United States",
1168,Shopping,Favorite Antique Store,Bobby Langston Antiques,,2.0
1169,Shopping,Favorite Bookstore,The Selkie,"214 Goldsboro St S, Wilson, NC 27893, USA",2.0
1170,Shopping,Favorite Home Accessories,The Nook,,
1171,Shopping,Favorite Boutique,Hilton's Men's & Ladies Fine Clothing,"2801 Ward Blvd Ste 3p, Wilson, NC 27893, United States",
1172,Shopping,Favorite Home Accessories,WenDesigns,"2801 Ward Blvd #3b, Wilson, NC 27893, United States",
1173,Shopping,Favorite Place to Buy Women's Clothing,Hilton’s Men's and Ladies Fine Clothing,,
1174,Shopping,Favorite Boutique,Belle & Co,"2801 Ward Blvd # 3A, Wilson, NC 27893, United States",
1175,Shopping,Favorite Gift Shop,Deans Farm Market,"7732, 4231 NC-42, Wilson, NC 27893, United States",
1176,Shopping,Favorite Grocery Store,Deans Farm Market,"7732, 4231 NC-42, Wilson, NC 27893, United States",2.0
1177,Shopping,Favorite Resale Shop - Furniture & Home Accessories,Something Old Something New,"406 Nash St N, Wilson, NC 27893, USA",
1178,Shopping,Favorite Gift Shop,Vendor Junction,,
1179,Shopping,Favorite Home Accessories,Vendor Junction,,
1180,Shopping,Favorite Resale Shop - Furniture & Home Accessories,Vendor Junction,,
1181,Shopping,Favorite Gift Shop,Rummage Warehouse,"315 Barnes St S, Wilson, NC 27893, United States",
1182,Shopping,Favorite Home Accessories,Park Place Home Furnishings,"111 Park Ave W, Wilson, NC 27893, United States",
1183,Shopping,Favorite Jewelry Store,Kay Jewelers,"3401 Raleigh Rd Pkwy W, Bldg 1D, Wilson, NC 27896, USA",2.0
1184,Shopping,Favorite Local Produce,Sullivan Farms,,
1185,Shopping,Favorite Gift Shop,The Selkie,"214 Goldsboro St S, Wilson, NC 27893, USA",
1186,Shopping,Favorite Local Produce,Wilson Farmers & Artisan Market,"301 Goldsboro St S, Wilson, NC 27893, USA",2.0
1187,Shopping,Favorite Place to Buy CBD Products,Wilson Farmers & Artisan Market,"301 Goldsboro St S, Wilson, NC 27893, USA",3.0
1188,Shopping,Favorite Boutique,HoneySuckle Children’s Boutique,"120 Goldsboro St S Suite A, Wilson, NC 27893, USA",
1189,Shopping,Favorite Jewelry Store,Saslow's Jewelers,"3401 Raleigh Rd Pkwy W #9D, Wilson, NC 27896, USA",3.0
1190,Shopping,Favorite Resale Shop - Clothing,Annie Em's Children's Shop,"401 Nash St N, Wilson, NC 27893, United States",2.0
1191,Shopping,Favorite Resale Shop - Furniture & Home Accessories,Wilson Area Habitat ReStore,"626 Ward Blvd, Wilson, NC 27893, United States",3.0
1192,Shopping,Favorite Gift Shop,WenDesigns,"2801 Ward Blvd #3b, Wilson, NC 27893, United States",
1193,Shopping,Favorite Place to Buy Women's Clothing,Blissful Boutique,"3506 Jetstream Dr, Wilson, NC 27896, United States",
1194,Shopping,Favorite Home Accessories,Rummage Warehouse,"315 Barnes St S, Wilson, NC 27893, United States",3.0
1195,Shopping,Favorite Antique Store,Vendor Junction,,3.0
1196,Shopping,Favorite Appliance Store,Lowe's,,2.0
1197,Shopping,Favorite Appliance Store,Downeast Liquidations,,3.0
1198,Shopping,Favorite Art Gallery,Barnes Corner Gallery,,2.0
1199,Shopping,Favorite Art Gallery,The Edge,,
1200,Shopping,Favorite Art Gallery,Iconostar Art,,
1201,Shopping,Favorite Art Gallery,Art Happens on Tarboro,,3.0
1202,Shopping,Favorite Carpet / Flooring Store,Adams Flooring Co.,,
1203,Shopping,Favorite Fresh Cut Meats,Nahunta Pork Center,,2.0
1204,Shopping,Favorite Boutique,Girls 'Round Here,,
1205,Shopping,Favorite Hardware Store,Hoss's Hometown Hardware,,3.0
1206,Shopping,Favorite Place to Buy CBD Products,Jamie Ellis - Green Compass,,2.0
1207,Shopping,Favorite Place to Buy Men's Clothing,Girls 'Round Here,,
1208,Shopping,Favorite Place to Buy Men's Clothing,Gracie's Village Shops,,
1209,Shopping,Favorite Place to Buy Shoes,Belle & Co.,,
1210,Shopping,Favorite Place to Buy Shoes,WenDesigns,,2.0
1211,Shopping,Favorite Place to Buy Shoes,Blissful Boutique,,1.0
1212,Shopping,Favorite Place to Buy Women's Clothing,Girls 'Round Here,,
1213,Shopping,Favorite Sporting Goods Store,Hibbett Sports,,3.0
